CONTRACT_ID|PLAN_ID|FORMULARY_ID|RXCUI|CONTRACT_YEAR
H0074|001|00022439|854988|2022
H0074|001|00022439|857166|2022
H0074|001|00022439|857169|2022
H0074|001|00022439|857174|2022
H0074|001|00022439|857183|2022
H0074|001|00022439|857187|2022
H0074|001|00022439|858804|2022
H0074|001|00022439|858810|2022
H0074|001|00022439|858813|2022
H0074|001|00022439|858817|2022
H0074|001|00022439|858824|2022
H0074|001|00022439|858828|2022
H0074|001|00022439|859419|2022
H0074|001|00022439|859424|2022
H0074|001|00022439|859747|2022
H0074|001|00022439|859751|2022
H0074|001|00022439|860975|2022
H0074|001|00022439|860981|2022
H0074|001|00022439|861004|2022
H0074|001|00022439|861007|2022
H0074|001|00022439|861010|2022
H0074|001|00022439|861731|2022
H0074|001|00022439|861736|2022
H0074|001|00022439|861740|2022
H0074|001|00022439|861783|2022
H0074|001|00022439|861822|2022
H0074|001|00022439|876514|2022
H0074|001|00022439|876519|2022
H0074|001|00022439|876524|2022
H0074|001|00022439|876529|2022
H0074|001|00022439|898342|2022
H0074|001|00022439|898346|2022
H0074|001|00022439|898350|2022
H0074|001|00022439|898353|2022
H0074|001|00022439|898356|2022
H0074|001|00022439|898359|2022
H0074|001|00022439|898362|2022
H0074|001|00022439|898367|2022
H0074|001|00022439|898372|2022
H0074|001|00022439|898378|2022
H0074|001|00022439|898687|2022
H0074|001|00022439|898690|2022
H0074|001|00022439|898719|2022
H0074|001|00022439|898723|2022
H0074|001|00022439|904458|2022
H0074|001|00022439|904467|2022
H0074|001|00022439|904475|2022
H0074|001|00022439|904481|2022
H0074|001|00022439|979464|2022
H0074|001|00022439|979468|2022
H0074|001|00022439|979471|2022
H0074|001|00022439|979480|2022
H0074|001|00022439|979485|2022
H0074|001|00022439|979492|2022
H0074|001|00022439|999967|2022
H0074|001|00022439|999986|2022
H0074|001|00022439|999991|2022
H0074|001|00022439|999996|2022
H0074|002|00022439|1000001|2022
H0074|002|00022439|1299896|2022
H0074|002|00022439|1299897|2022
H0074|002|00022439|153822|2022
H0074|002|00022439|153823|2022
H0074|002|00022439|197884|2022
H0074|002|00022439|197885|2022
H0074|002|00022439|197886|2022
H0074|002|00022439|197887|2022
H0074|002|00022439|197903|2022
H0074|002|00022439|197904|2022
H0074|002|00022439|197905|2022
H0074|002|00022439|198188|2022
H0074|002|00022439|198189|2022
H0074|002|00022439|198211|2022
H0074|002|00022439|199149|2022
H0074|002|00022439|199150|2022
H0074|002|00022439|199245|2022
H0074|002|00022439|199246|2022
H0074|002|00022439|199247|2022
H0074|002|00022439|199351|2022
H0074|002|00022439|199352|2022
H0074|002|00022439|199353|2022
H0074|002|00022439|200094|2022
H0074|002|00022439|200095|2022
H0074|002|00022439|200096|2022
H0074|002|00022439|200132|2022
H0074|002|00022439|200256|2022
H0074|002|00022439|200257|2022
H0074|002|00022439|200258|2022
H0074|002|00022439|200284|2022
H0074|002|00022439|200285|2022
H0074|002|00022439|200345|2022
H0074|002|00022439|205304|2022
H0074|002|00022439|205305|2022
H0074|002|00022439|205326|2022
H0074|002|00022439|259255|2022
H0074|002|00022439|261962|2022
H0074|002|00022439|282755|2022
H0074|002|00022439|283316|2022
H0074|002|00022439|283317|2022
H0074|002|00022439|308962|2022
H0074|002|00022439|308963|2022
H0074|002|00022439|308964|2022
H0074|002|00022439|310404|2022
H0074|002|00022439|310405|2022
H0074|002|00022439|310488|2022
H0074|002|00022439|310489|2022
H0074|002|00022439|310490|2022
H0074|002|00022439|310792|2022
H0074|002|00022439|310793|2022
H0074|002|00022439|310796|2022
H0074|002|00022439|310797|2022
H0074|002|00022439|310809|2022
H0074|002|00022439|311353|2022
H0074|002|00022439|311354|2022
H0074|002|00022439|311919|2022
H0074|002|00022439|312440|2022
H0074|002|00022439|312441|2022
H0074|002|00022439|312748|2022
H0074|002|00022439|312749|2022
H0074|002|00022439|312750|2022
H0074|002|00022439|312961|2022
H0074|002|00022439|312962|2022
H0074|002|00022439|314006|2022
H0074|002|00022439|314076|2022
H0074|002|00022439|314077|2022
H0074|002|00022439|314142|2022
H0074|002|00022439|314203|2022
H0074|002|00022439|314231|2022
H0074|002|00022439|315107|2022
H0074|002|00022439|317173|2022
H0074|002|00022439|317573|2022
H0074|002|00022439|349199|2022
H0074|002|00022439|349200|2022
H0074|002|00022439|349201|2022
H0074|002|00022439|349353|2022
H0074|002|00022439|349373|2022
H0074|002|00022439|349401|2022
H0074|002|00022439|349405|2022
H0074|002|00022439|349483|2022
H0074|002|00022439|360507|2022
H0074|002|00022439|403853|2022
H0074|002|00022439|403854|2022
H0074|002|00022439|403855|2022
H0074|002|00022439|404011|2022
H0074|002|00022439|404013|2022
H0074|002|00022439|476345|2022
H0074|002|00022439|476349|2022
H0074|002|00022439|476350|2022
H0074|002|00022439|476351|2022
H0074|002|00022439|477130|2022
H0074|002|00022439|577776|2022
H0074|002|00022439|578325|2022
H0074|002|00022439|578330|2022
H0074|002|00022439|597967|2022
H0074|002|00022439|597971|2022
H0074|002|00022439|597974|2022
H0074|002|00022439|597977|2022
H0074|002|00022439|597980|2022
H0074|002|00022439|597984|2022
H0074|002|00022439|597987|2022
H0074|002|00022439|597990|2022
H0074|002|00022439|597993|2022
H0074|002|00022439|617310|2022
H0074|002|00022439|617311|2022
H0074|002|00022439|617312|2022
H0074|002|00022439|636042|2022
H0074|002|00022439|636045|2022
H0074|002|00022439|639537|2022
H0074|002|00022439|647237|2022
H0074|002|00022439|647239|2022
H0074|002|00022439|722126|2022
H0074|002|00022439|722131|2022
H0074|002|00022439|722134|2022
H0074|002|00022439|722137|2022
H0074|002|00022439|730861|2022
H0074|002|00022439|730866|2022
H0074|002|00022439|730869|2022
H0074|002|00022439|730872|2022
H0074|002|00022439|802749|2022
H0074|002|00022439|845488|2022
H0074|002|00022439|848131|2022
H0074|002|00022439|848135|2022
H0074|002|00022439|848140|2022
H0074|002|00022439|848145|2022
H0074|002|00022439|848151|2022
H0074|002|00022439|854925|2022
H0074|002|00022439|854984|2022
H0074|002|00022439|854988|2022
H0074|002|00022439|857166|2022
H0074|002|00022439|857169|2022
H0074|002|00022439|857174|2022
H0074|002|00022439|857183|2022
H0074|002|00022439|857187|2022
H0074|002|00022439|858804|2022
H0074|002|00022439|858810|2022
H0074|002|00022439|858813|2022
H0074|002|00022439|858817|2022
H0074|002|00022439|858824|2022
H0074|002|00022439|858828|2022
H0074|002|00022439|859419|2022
H0074|002|00022439|859424|2022
H0074|002|00022439|859747|2022
H0074|002|00022439|859751|2022
H0074|002|00022439|860975|2022
H0074|002|00022439|860981|2022
H0074|002|00022439|861004|2022
H0074|002|00022439|861007|2022
H0074|002|00022439|861010|2022
H0074|002|00022439|861731|2022
H0074|002|00022439|861736|2022
H0074|002|00022439|861740|2022
H0074|002|00022439|861783|2022
H0074|002|00022439|861822|2022
H0074|002|00022439|876514|2022
H0074|002|00022439|876519|2022
H0074|002|00022439|876524|2022
H0074|002|00022439|876529|2022
H0074|002|00022439|898342|2022
H0074|002|00022439|898346|2022
H0074|002|00022439|898350|2022
H0074|002|00022439|898353|2022
H0074|002|00022439|898356|2022
H0074|002|00022439|898359|2022
H0074|002|00022439|898362|2022
H0074|002|00022439|898367|2022
H0074|002|00022439|898372|2022
H0074|002|00022439|898378|2022
H0074|002|00022439|898687|2022
H0074|002|00022439|898690|2022
H0074|002|00022439|898719|2022
H0074|002|00022439|898723|2022
H0074|002|00022439|904458|2022
H0074|002|00022439|904467|2022
H0074|002|00022439|904475|2022
H0074|002|00022439|904481|2022
H0074|002|00022439|979464|2022
H0074|002|00022439|979468|2022
H0074|002|00022439|979471|2022
H0074|002|00022439|979480|2022
H0074|002|00022439|979485|2022
H0074|002|00022439|979492|2022
H0074|002|00022439|999967|2022
H0074|002|00022439|999986|2022
H0074|002|00022439|999991|2022
H0074|002|00022439|999996|2022
H0088|002|00022439|1000001|2022
H0088|002|00022439|1299896|2022
H0088|002|00022439|1299897|2022
H0088|002|00022439|153822|2022
H0088|002|00022439|153823|2022
H0088|002|00022439|197884|2022
H0088|002|00022439|197885|2022
H0088|002|00022439|197886|2022
H0088|002|00022439|197887|2022
H0088|002|00022439|197903|2022
H0088|002|00022439|197904|2022
H0088|002|00022439|197905|2022
H0088|002|00022439|198188|2022
H0088|002|00022439|198189|2022
H0088|002|00022439|198211|2022
H0088|002|00022439|199149|2022
H0088|002|00022439|199150|2022
H0088|002|00022439|199245|2022
H0088|002|00022439|199246|2022
H0088|002|00022439|199247|2022
H0088|002|00022439|199351|2022
H0088|002|00022439|199352|2022
H0088|002|00022439|199353|2022
H0088|002|00022439|200094|2022
H0088|002|00022439|200095|2022
H0088|002|00022439|200096|2022
H0088|002|00022439|200132|2022
H0088|002|00022439|200256|2022
H0088|002|00022439|200257|2022
H0088|002|00022439|200258|2022
H0088|002|00022439|200284|2022
H0088|002|00022439|200285|2022
H0088|002|00022439|200345|2022
H0088|002|00022439|205304|2022
H0088|002|00022439|205305|2022
H0088|002|00022439|205326|2022
H0088|002|00022439|259255|2022
H0088|002|00022439|261962|2022
H0088|002|00022439|282755|2022
H0088|002|00022439|283316|2022
H0088|002|00022439|283317|2022
H0088|002|00022439|308962|2022
H0088|002|00022439|308963|2022
H0088|002|00022439|308964|2022
H0088|002|00022439|310404|2022
H0088|002|00022439|310405|2022
H0088|002|00022439|310488|2022
H0088|002|00022439|310489|2022
H0088|002|00022439|310490|2022
H0088|002|00022439|310792|2022
H0088|002|00022439|310793|2022
H0088|002|00022439|310796|2022
H0088|002|00022439|310797|2022
H0088|002|00022439|310809|2022
H0088|002|00022439|311353|2022
H0088|002|00022439|311354|2022
H0088|002|00022439|311919|2022
H0088|002|00022439|312440|2022
H0088|002|00022439|312441|2022
H0088|002|00022439|312748|2022
H0088|002|00022439|312749|2022
H0088|002|00022439|312750|2022
H0088|002|00022439|312961|2022
H0088|002|00022439|312962|2022
H0088|002|00022439|314006|2022
H0088|002|00022439|314076|2022
H0088|002|00022439|314077|2022
H0088|002|00022439|314142|2022
H0088|002|00022439|314203|2022
H0088|002|00022439|314231|2022
H0088|002|00022439|315107|2022
H0088|002|00022439|317173|2022
H0088|002|00022439|317573|2022
H0088|002|00022439|349199|2022
H0088|002|00022439|349200|2022
H0088|002|00022439|349201|2022
H0088|002|00022439|349353|2022
H0088|002|00022439|349373|2022
H0088|002|00022439|349401|2022
H0088|002|00022439|349405|2022
H0088|002|00022439|349483|2022
H0088|002|00022439|360507|2022
H0088|002|00022439|403853|2022
H0088|002|00022439|403854|2022
H0088|002|00022439|403855|2022
H0088|002|00022439|404011|2022
H0088|002|00022439|404013|2022
H0088|002|00022439|476345|2022
H0088|002|00022439|476349|2022
H0088|002|00022439|476350|2022
H0088|002|00022439|476351|2022
H0088|002|00022439|477130|2022
H0088|002|00022439|577776|2022
H0088|002|00022439|578325|2022
H0088|002|00022439|578330|2022
H0088|002|00022439|597967|2022
H0088|002|00022439|597971|2022
H0088|002|00022439|597974|2022
H0088|002|00022439|597977|2022
H0088|002|00022439|597980|2022
H0088|002|00022439|597984|2022
H0088|002|00022439|597987|2022
H0088|002|00022439|597990|2022
H0088|002|00022439|597993|2022
H0088|002|00022439|617310|2022
H0088|002|00022439|617311|2022
H0088|002|00022439|617312|2022
H0088|002|00022439|636042|2022
H0088|002|00022439|636045|2022
H0088|002|00022439|639537|2022
H0088|002|00022439|647237|2022
H0088|002|00022439|647239|2022
H0088|002|00022439|722126|2022
H0088|002|00022439|722131|2022
H0088|002|00022439|722134|2022
H0088|002|00022439|722137|2022
H0088|002|00022439|730861|2022
H0088|002|00022439|730866|2022
H0088|002|00022439|730869|2022
H0088|002|00022439|730872|2022
H0088|002|00022439|802749|2022
H0088|002|00022439|845488|2022
H0088|002|00022439|848131|2022
H0088|002|00022439|848135|2022
H0088|002|00022439|848140|2022
H0088|002|00022439|848145|2022
H0088|002|00022439|848151|2022
H0088|002|00022439|854925|2022
H0088|002|00022439|854984|2022
H0088|002|00022439|854988|2022
H0088|002|00022439|857166|2022
H0088|002|00022439|857169|2022
H0088|002|00022439|857174|2022
H0088|002|00022439|857183|2022
H0088|002|00022439|857187|2022
H0088|002|00022439|858804|2022
H0088|002|00022439|858810|2022
H0088|002|00022439|858813|2022
H0088|002|00022439|858817|2022
H0088|002|00022439|858824|2022
H0088|002|00022439|858828|2022
H0088|002|00022439|859419|2022
H0088|002|00022439|859424|2022
H0088|002|00022439|859747|2022
H0088|002|00022439|859751|2022
H0088|002|00022439|860975|2022
H0088|002|00022439|860981|2022
H0088|002|00022439|861004|2022
H0088|002|00022439|861007|2022
H0088|002|00022439|861010|2022
H0088|002|00022439|861731|2022
H0088|002|00022439|861736|2022
H0088|002|00022439|861740|2022
H0088|002|00022439|861783|2022
H0088|002|00022439|861822|2022
H0088|002|00022439|876514|2022
H0088|002|00022439|876519|2022
H0088|002|00022439|876524|2022
H0088|002|00022439|876529|2022
H0088|002|00022439|898342|2022
H0088|002|00022439|898346|2022
H0088|002|00022439|898350|2022
H0088|002|00022439|898353|2022
H0088|002|00022439|898356|2022
H0088|002|00022439|898359|2022
H0088|002|00022439|898362|2022
H0088|002|00022439|898367|2022
H0088|002|00022439|898372|2022
H0088|002|00022439|898378|2022
H0088|002|00022439|898687|2022
H0088|002|00022439|898690|2022
H0088|002|00022439|898719|2022
H0088|002|00022439|898723|2022
H0088|002|00022439|904458|2022
H0088|002|00022439|904467|2022
H0088|002|00022439|904475|2022
H0088|002|00022439|904481|2022
H0088|002|00022439|979464|2022
H0088|002|00022439|979468|2022
H0088|002|00022439|979471|2022
H0088|002|00022439|979480|2022
H0088|002|00022439|979485|2022
H0088|002|00022439|979492|2022
H0088|002|00022439|999967|2022
H0088|002|00022439|999986|2022
H0088|002|00022439|999991|2022
H0088|002|00022439|999996|2022
H0088|003|00022439|1000001|2022
H0088|003|00022439|1299896|2022
H0088|003|00022439|1299897|2022
H0088|003|00022439|153822|2022
H0088|003|00022439|153823|2022
H0088|003|00022439|197884|2022
H0088|003|00022439|197885|2022
H0088|003|00022439|197886|2022
H0088|003|00022439|197887|2022
H0088|003|00022439|197903|2022
H0088|003|00022439|197904|2022
H0088|003|00022439|197905|2022
H0088|003|00022439|198188|2022
H0088|003|00022439|198189|2022
H0088|003|00022439|198211|2022
H0088|003|00022439|199149|2022
H0088|003|00022439|199150|2022
H0088|003|00022439|199245|2022
H0088|003|00022439|199246|2022
H0088|003|00022439|199247|2022
H0088|003|00022439|199351|2022
H0088|003|00022439|199352|2022
H0088|003|00022439|199353|2022
H0088|003|00022439|200094|2022
H0088|003|00022439|200095|2022
H0088|003|00022439|200096|2022
H0088|003|00022439|200132|2022
H0088|003|00022439|200256|2022
H0088|003|00022439|200257|2022
H0088|003|00022439|200258|2022
H0088|003|00022439|200284|2022
H0088|003|00022439|200285|2022
H0088|003|00022439|200345|2022
H0088|003|00022439|205304|2022
H0088|003|00022439|205305|2022
H0088|003|00022439|205326|2022
H0088|003|00022439|259255|2022
H0088|003|00022439|261962|2022
H0088|003|00022439|282755|2022
H0088|003|00022439|283316|2022
H0088|003|00022439|283317|2022
H0088|003|00022439|308962|2022
H0088|003|00022439|308963|2022
H0088|003|00022439|308964|2022
H0088|003|00022439|310404|2022
H0088|003|00022439|310405|2022
H0088|003|00022439|310488|2022
H0088|003|00022439|310489|2022
H0088|003|00022439|310490|2022
H0088|003|00022439|310792|2022
H0088|003|00022439|310793|2022
H0088|003|00022439|310796|2022
H0088|003|00022439|310797|2022
H0088|003|00022439|310809|2022
H0088|003|00022439|311353|2022
H0088|003|00022439|311354|2022
H0088|003|00022439|311919|2022
H0088|003|00022439|312440|2022
H0088|003|00022439|312441|2022
H0088|003|00022439|312748|2022
H0088|003|00022439|312749|2022
H0088|003|00022439|312750|2022
H0088|003|00022439|312961|2022
H0088|003|00022439|312962|2022
H0088|003|00022439|314006|2022
H0088|003|00022439|314076|2022
H0088|003|00022439|314077|2022
H0088|003|00022439|314142|2022
H0088|003|00022439|314203|2022
H0088|003|00022439|314231|2022
H0088|003|00022439|315107|2022
H0088|003|00022439|317173|2022
H0088|003|00022439|317573|2022
H0088|003|00022439|349199|2022
H0088|003|00022439|349200|2022
H0088|003|00022439|349201|2022
H0088|003|00022439|349353|2022
H0088|003|00022439|349373|2022
H0088|003|00022439|349401|2022
H0088|003|00022439|349405|2022
H0088|003|00022439|349483|2022
H0088|003|00022439|360507|2022
H0088|003|00022439|403853|2022
H0088|003|00022439|403854|2022
H0088|003|00022439|403855|2022
H0088|003|00022439|404011|2022
H0088|003|00022439|404013|2022
H0088|003|00022439|476345|2022
H0088|003|00022439|476349|2022
H0088|003|00022439|476350|2022
H0088|003|00022439|476351|2022
H0088|003|00022439|477130|2022
H0088|003|00022439|577776|2022
H0088|003|00022439|578325|2022
H0088|003|00022439|578330|2022
H0088|003|00022439|597967|2022
H0088|003|00022439|597971|2022
H0088|003|00022439|597974|2022
H0088|003|00022439|597977|2022
H0088|003|00022439|597980|2022
H0088|003|00022439|597984|2022
H0088|003|00022439|597987|2022
H0088|003|00022439|597990|2022
H0088|003|00022439|597993|2022
H0088|003|00022439|617310|2022
H0088|003|00022439|617311|2022
H0088|003|00022439|617312|2022
H0088|003|00022439|636042|2022
H0088|003|00022439|636045|2022
H0088|003|00022439|639537|2022
H0088|003|00022439|647237|2022
H0088|003|00022439|647239|2022
H0088|003|00022439|722126|2022
H0088|003|00022439|722131|2022
H0088|003|00022439|722134|2022
H0088|003|00022439|722137|2022
H0088|003|00022439|730861|2022
H0088|003|00022439|730866|2022
H0088|003|00022439|730869|2022
H0088|003|00022439|730872|2022
H0088|003|00022439|802749|2022
H0088|003|00022439|845488|2022
H0088|003|00022439|848131|2022
H0088|003|00022439|848135|2022
H0088|003|00022439|848140|2022
H0088|003|00022439|848145|2022
H0088|003|00022439|848151|2022
H0088|003|00022439|854925|2022
H0088|003|00022439|854984|2022
H0088|003|00022439|854988|2022
H0088|003|00022439|857166|2022
H0088|003|00022439|857169|2022
H0088|003|00022439|857174|2022
H0088|003|00022439|857183|2022
H0088|003|00022439|857187|2022
H0088|003|00022439|858804|2022
H0088|003|00022439|858810|2022
H0088|003|00022439|858813|2022
H0088|003|00022439|858817|2022
H0088|003|00022439|858824|2022
H0088|003|00022439|858828|2022
H0088|003|00022439|859419|2022
H0088|003|00022439|859424|2022
H0088|003|00022439|859747|2022
H0088|003|00022439|859751|2022
H0088|003|00022439|860975|2022
H0088|003|00022439|860981|2022
H0088|003|00022439|861004|2022
H0088|003|00022439|861007|2022
H0088|003|00022439|861010|2022
H0088|003|00022439|861731|2022
H0088|003|00022439|861736|2022
H0088|003|00022439|861740|2022
H0088|003|00022439|861783|2022
H0088|003|00022439|861822|2022
H0088|003|00022439|876514|2022
H0088|003|00022439|876519|2022
H0088|003|00022439|876524|2022
H0088|003|00022439|876529|2022
H0088|003|00022439|898342|2022
H0088|003|00022439|898346|2022
H0088|003|00022439|898350|2022
H0088|003|00022439|898353|2022
H0088|003|00022439|898356|2022
H0088|003|00022439|898359|2022
H0088|003|00022439|898362|2022
H0088|003|00022439|898367|2022
H0088|003|00022439|898372|2022
H0088|003|00022439|898378|2022
H0088|003|00022439|898687|2022
H0088|003|00022439|898690|2022
H0088|003|00022439|898719|2022
H0088|003|00022439|898723|2022
H0088|003|00022439|904458|2022
H0088|003|00022439|904467|2022
H0088|003|00022439|904475|2022
H0088|003|00022439|904481|2022
H0088|003|00022439|979464|2022
H0088|003|00022439|979468|2022
H0088|003|00022439|979471|2022
H0088|003|00022439|979480|2022
H0088|003|00022439|979485|2022
H0088|003|00022439|979492|2022
H0088|003|00022439|999967|2022
H0088|003|00022439|999986|2022
H0088|003|00022439|999991|2022
H0088|003|00022439|999996|2022
H0111|001|00022379|1000001|2022
H0111|001|00022379|1299896|2022
H0111|001|00022379|1299897|2022
H0111|001|00022379|153822|2022
H0111|001|00022379|153823|2022
H0111|001|00022379|197884|2022
H0111|001|00022379|197885|2022
H0111|001|00022379|197886|2022
H0111|001|00022379|197887|2022
H0111|001|00022379|197903|2022
H0111|001|00022379|197904|2022
H0111|001|00022379|197905|2022
H0111|001|00022379|198188|2022
H0111|001|00022379|198189|2022
H0111|001|00022379|198211|2022
H0111|001|00022379|199149|2022
H0111|001|00022379|199150|2022
H0111|001|00022379|199245|2022
H0111|001|00022379|199246|2022
H0111|001|00022379|199247|2022
H0111|001|00022379|199351|2022
H0111|001|00022379|199352|2022
H0111|001|00022379|199353|2022
H0111|001|00022379|200094|2022
H0111|001|00022379|200095|2022
H0111|001|00022379|200096|2022
H0111|001|00022379|200132|2022
H0111|001|00022379|200256|2022
H0111|001|00022379|200257|2022
H0111|001|00022379|200258|2022
H0111|001|00022379|200284|2022
H0111|001|00022379|200285|2022
H0111|001|00022379|200345|2022
H0111|001|00022379|205304|2022
H0111|001|00022379|205305|2022
H0111|001|00022379|205326|2022
H0111|001|00022379|259255|2022
H0111|001|00022379|261962|2022
H0111|001|00022379|282755|2022
H0111|001|00022379|283316|2022
H0111|001|00022379|283317|2022
H0111|001|00022379|308962|2022
H0111|001|00022379|308963|2022
H0111|001|00022379|308964|2022
H0111|001|00022379|310404|2022
H0111|001|00022379|310405|2022
H0111|001|00022379|310488|2022
H0111|001|00022379|310489|2022
H0111|001|00022379|310490|2022
H0111|001|00022379|310792|2022
H0111|001|00022379|310793|2022
H0111|001|00022379|310796|2022
H0111|001|00022379|310797|2022
H0111|001|00022379|310809|2022
H0111|001|00022379|311353|2022
H0111|001|00022379|311354|2022
H0111|001|00022379|311919|2022
H0111|001|00022379|312440|2022
H0111|001|00022379|312441|2022
H0111|001|00022379|312748|2022
H0111|001|00022379|312749|2022
H0111|001|00022379|312750|2022
H0111|001|00022379|312961|2022
H0111|001|00022379|312962|2022
H0111|001|00022379|314006|2022
H0111|001|00022379|314076|2022
H0111|001|00022379|314077|2022
H0111|001|00022379|314142|2022
H0111|001|00022379|314203|2022
H0111|001|00022379|314231|2022
H0111|001|00022379|315107|2022
H0111|001|00022379|317173|2022
H0111|001|00022379|317573|2022
H0111|001|00022379|349199|2022
H0111|001|00022379|349200|2022
H0111|001|00022379|349201|2022
H0111|001|00022379|349353|2022
H0111|001|00022379|349373|2022
H0111|001|00022379|349401|2022
H0111|001|00022379|349405|2022
H0111|001|00022379|349483|2022
H0111|001|00022379|360507|2022
H0111|001|00022379|403853|2022
H0111|001|00022379|403854|2022
H0111|001|00022379|403855|2022
H0111|001|00022379|404011|2022
H0111|001|00022379|404013|2022
H0111|001|00022379|476345|2022
H0111|001|00022379|476349|2022
H0111|001|00022379|476350|2022
H0111|001|00022379|476351|2022
H0111|001|00022379|477130|2022
H0111|001|00022379|577776|2022
H0111|001|00022379|578325|2022
H0111|001|00022379|578330|2022
H0111|001|00022379|597967|2022
H0111|001|00022379|597971|2022
H0111|001|00022379|597974|2022
H0111|001|00022379|597977|2022
H0111|001|00022379|597980|2022
H0111|001|00022379|597984|2022
H0111|001|00022379|597987|2022
H0111|001|00022379|597990|2022
H0111|001|00022379|597993|2022
H0111|001|00022379|617310|2022
H0111|001|00022379|617311|2022
H0111|001|00022379|617312|2022
H0111|001|00022379|636042|2022
H0111|001|00022379|636045|2022
H0111|001|00022379|639537|2022
H0111|001|00022379|647237|2022
H0111|001|00022379|647239|2022
H0111|001|00022379|722126|2022
H0111|001|00022379|722131|2022
H0111|001|00022379|722134|2022
H0111|001|00022379|722137|2022
H0111|001|00022379|730861|2022
